division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc311h1,fall,2023,4.3,4.1,4.2,4.0,3.8,3.5,4.1,4.0,3.6,108.00,57,maddison,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2023,4.3,4.1,4.2,4.0,3.8,3.5,4.1,4.0,3.6,108.00,57,erdogdu,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2020,4.6,4.4,4.0,4.1,4.1,3.8,4.2,4.3,3.9,90.00,30,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2020,4.6,4.4,4.0,4.1,4.1,3.8,4.2,4.3,3.9,90.00,30,grosse,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2020,4.6,4.4,4.0,4.1,4.1,3.8,4.2,4.3,3.9,90.00,30,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2020,4.6,4.4,4.0,4.1,4.1,3.8,4.2,4.3,3.9,90.00,30,maddison,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2020,4.6,4.4,4.0,4.1,4.1,3.8,4.2,4.3,3.9,90.00,30,erdogdu,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2019,4.5,4.5,4.1,4.3,4.1,3.9,4.1,4.4,3.8,82.00,78,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2019,4.5,4.5,4.1,4.3,4.1,3.9,4.1,4.4,3.8,82.00,78,grosse,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2019,4.5,4.5,4.1,4.3,4.1,3.9,4.1,4.4,3.8,82.00,78,gopalkrishnan,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2019,4.5,4.5,4.1,4.3,4.1,3.9,4.1,4.4,3.8,82.00,78,maddison,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
artsc,csc,csc311h1,fall,2019,4.5,4.5,4.1,4.3,4.1,3.9,4.1,4.4,3.8,82.00,78,erdogdu,an introduction to methods for automated learning of relationships on the basis of empirical data classification and regression using nearest neighbour methods decision trees linear models and neural networks clustering algorithms problems of overfitting and of assessing accuracy
